,title,rating,score_num,comment_num,ratio,id
94,红辣椒,9.1,450420,117182,0.26,1865703
95,加勒比海盗,8.8,839654,93797,0.112,1298070
96,哈利·波特与密室,8.8,733929,74600,0.102,1296996
97,狩猎,9.1,380362,112125,0.295,6985810
98,被嫌弃的松子的一生,8.9,691518,195049,0.282,1787291
99,7号房的礼物,8.9,546108,121182,0.222,10777687
100,一一,9.1,380739,119323,0.313,1292434
101,唐伯虎点秋香,8.7,1054697,113670,0.108,1306249
102,请以你的名字呼唤我,8.9,705599,213182,0.302,26799731
103,断背山,8.8,695568,140219,0.202,1418834
104,剪刀手爱德华,8.7,1018765,166262,0.163,1292370
105,勇敢的心,8.9,551372,97354,0.177,1294639
106,入殓师,8.9,650885,145442,0.223,2149806
107,爱在黎明破晓前,8.8,664142,176929,0.266,1296339
108,第六感,8.9,544327,119328,0.219,1297630
109,重庆森林,8.8,792584,177910,0.224,1291999
110,蝙蝠侠：黑暗骑士崛起,8.8,704016,144599,0.205,3395373
111,幽灵公主,8.9,512634,80898,0.158,1297359
112,超能陆战队,8.7,990427,191911,0.194,11026735
113,菊次郎的夏天,8.9,582358,149798,0.257,1293359
114,爱在日落黄昏时,8.9,545273,132401,0.243,1291990
115,甜蜜蜜,8.9,535312,133126,0.249,1305164
116,天使爱美丽,8.7,944384,192486,0.204,1292215
117,阳光灿烂的日子,8.9,603006,114973,0.191,1291875
118,小森林 夏秋篇,9.0,417256,111067,0.266,25814705
119,完美的世界,9.1,307600,76912,0.25,1300992
120,借东西的小人阿莉埃蒂,8.9,540644,109117,0.202,4202302
121,无人知晓,9.1,311048,91960,0.296,1292337
122,消失的爱人,8.7,913729,239345,0.262,21318488
123,倩女幽魂,8.8,720698,109758,0.152,1297447
124,小森林 冬春篇,9.0,372613,88645,0.238,25814707
125,寄生虫,8.8,1341091,348896,0.26,27010768
126,侧耳倾听,8.9,452039,102696,0.227,1297052
127,时空恋旅人,8.8,647823,175386,0.271,10577869
128,幸福终点站,8.8,557066,103414,0.186,1292274
129,驯龙高手,8.8,741097,119919,0.162,2353023
130,教父3,9.0,364799,48727,0.134,1294240
131,萤火之森,8.9,525216,115529,0.22,5989818
132,一个叫欧维的男人决定去死,8.9,464942,128416,0.276,26628357
133,未麻的部屋,9.1,321893,85261,0.265,1395091
134,怪兽电力公司,8.8,654206,84529,0.129,1291579
135,哈利·波特与火焰杯,8.8,640081,66527,0.104,1309055
136,玩具总动员3,8.9,502879,87370,0.174,1858711
137,傲慢与偏见,8.7,778798,169613,0.218,1418200
138,釜山行,8.6,1173825,260743,0.222,25986180
139,神偷奶爸,8.7,930014,136335,0.147,3287562
140,玛丽和马克思,9.0,416313,115195,0.277,3072124
141,新世界,8.9,419075,100289,0.239,10437779
142,被解救的姜戈,8.8,595949,136179,0.229,6307447
143,告白,8.8,661145,181830,0.275,4268598
144,大鱼,8.8,558748,123554,0.221,1291545
145,哪吒闹海,9.2,252986,34831,0.138,1307315
146,射雕英雄传之东成西就,8.7,623285,112463,0.18,1316510
147,阳光姐妹淘,8.8,582417,143667,0.247,4917726
148,头号玩家,8.7,1341640,340200,0.254,4920389
149,喜宴,9.0,352577,87742,0.249,1303037
150,我是山姆,9.0,331065,75007,0.227,1306861
151,模仿游戏,8.8,633215,142674,0.225,10463953
152,恐怖直播,8.7,639428,142368,0.223,21360417
153,血战钢锯岭,8.7,769951,180294,0.234,26325320
154,花样年华,8.7,592046,131662,0.222,1291557
155,九品芝麻官,8.7,657608,66977,0.102,1297518
156,七武士,9.3,193062,45762,0.237,1295399
157,茶馆,9.5,135604,38391,0.283,1461403
158,头脑特工队,8.8,596478,141227,0.237,10533913
159,色，戒,8.6,778822,148273,0.19,1828115
160,黑客帝国3：矩阵革命,8.8,438061,49801,0.114,1302467
161,惊魂记,9.0,283945,71640,0.252,1293181
162,电锯惊魂,8.8,519853,93682,0.18,1417598
163,三块广告牌,8.7,805500,200914,0.249,26611804
164,达拉斯买家俱乐部,8.8,443811,94802,0.214,1793929
165,疯狂原始人,8.7,822920,164555,0.2,1907966
166,心迷宫,8.7,507982,135150,0.266,25917973
167,卢旺达饭店,8.9,322845,61659,0.191,1291822
168,上帝之城,9.0,296321,58636,0.198,1292208
169,谍影重重3,8.8,409396,56756,0.139,1578507
170,英雄本色,8.6,527068,83351,0.158,1297574
171,纵横四海,8.8,415310,78501,0.189,1295409
172,你的名字。,8.5,1376017,333133,0.242,26683290
173,风之谷,8.9,348057,53766,0.154,1291585
174,海街日记,8.8,437180,136994,0.313,25895901
175,爱在午夜降临前,8.9,390304,109126,0.28,10808442
176,绿里奇迹,8.9,321256,59949,0.187,1300374
177,记忆碎片,8.7,589386,122813,0.208,1304447
178,岁月神偷,8.7,566655,136889,0.242,3792799
179,忠犬八公物语,9.2,190982,34723,0.182,1959195
180,荒蛮故事,8.8,434380,119341,0.275,24750126
181,疯狂的石头,8.6,802510,104503,0.13,1862151
182,雨中曲,9.1,218536,54125,0.248,1293460
183,小偷家族,8.7,798464,205559,0.257,27622447
184,爆裂鼓手,8.7,575010,151777,0.264,25773932
185,无敌破坏王,8.7,525427,107212,0.204,6534248
186,2001太空漫游,8.9,316424,98474,0.311,1292226
187,背靠背，脸对脸,9.5,126659,40527,0.32,1307856
188,贫民窟的百万富翁,8.6,732841,106843,0.146,2209573
189,小丑,8.7,983854,264457,0.269,27119724
190,无间道2,8.7,464958,70968,0.153,1307106
191,冰川时代,8.6,600130,58711,0.098,1291578
192,东邪西毒,8.6,566204,97866,0.173,1292328
193,恐怖游轮,8.5,840489,180448,0.215,3011051
194,心灵奇旅,8.7,952715,351870,0.369,24733428
195,真爱至上,8.6,721172,189985,0.263,1292401
196,牯岭街少年杀人事件,8.9,290131,77232,0.266,1292329
197,你看起来好像很好吃,8.9,326654,90473,0.277,4848115
198,遗愿清单,8.7,448022,96256,0.215,1867345
199,魔女宅急便,8.7,448598,71087,0.158,1307811
200,东京教父,9.0,221530,64797,0.292,1310177
201,黑天鹅,8.6,768470,172818,0.225,1978709
202,大佛普拉斯,8.7,442108,120506,0.273,27059130
203,可可西里,8.9,296808,55031,0.185,1308857
204,城市之光,9.3,142208,30320,0.213,1293908
205,雨人,8.7,396172,66660,0.168,1291870
206,源代码,8.5,818780,168196,0.205,3075287
207,恋恋笔记本,8.6,656333,160180,0.244,1309163
208,海边的曼彻斯特,8.6,519703,165645,0.319,25980443
209,初恋这件小事,8.5,965957,233649,0.242,4739952
210,人工智能,8.7,435476,95508,0.219,1302827
211,虎口脱险,8.9,250631,48895,0.195,1296909
212,波西米亚狂想曲,8.6,589507,171830,0.291,5300054
213,青蛇,8.6,512299,97407,0.19,1303394
214,终结者2：审判日,8.8,334652,39206,0.117,1291844
215,萤火虫之墓,8.7,398891,82261,0.206,1293318
216,罗生门,8.8,307049,71219,0.232,1291879
217,疯狂的麦克斯4：狂暴之路,8.7,515432,130349,0.253,3592854
218,新龙门客栈,8.7,433227,65901,0.152,1292287
219,千钧一发,8.8,289356,76739,0.265,1300117
220,奇迹男孩,8.6,542964,144929,0.267,26787574
221,无耻混蛋,8.6,464250,98195,0.212,1438652
222,崖上的波妞,8.6,481523,97687,0.203,1959877
223,二十二,8.7,287279,77882,0.271,26430107
224,彗星来的那一夜,8.5,562871,142057,0.252,25807345
225,末路狂花,8.9,244077,68933,0.282,1291992
226,黑客帝国2：重装上阵,8.7,397658,47441,0.119,1304141
227,血钻,8.7,371981,59626,0.16,1428175
228,房间,8.8,363045,91403,0.252,25724855
229,爱乐之城,8.4,871843,284034,0.326,25934014
230,花束般的恋爱,8.6,589844,234921,0.398,34874432
231,步履不停,8.8,272992,84102,0.308,2222996
232,战争之王,8.7,360005,54092,0.15,1419936
233,魂断蓝桥,8.8,272146,56113,0.206,1293964
234,火星救援,8.5,709940,160857,0.227,25864085
235,谍影重重2,8.7,344360,42631,0.124,1308767
236,哈利·波特与死亡圣器(上),8.5,556193,78435,0.141,2051007
237,千年女优,8.8,258679,81593,0.315,1307394
238,芙蓉镇,9.3,128968,39935,0.31,1297880
239,燃情岁月,8.8,280979,64792,0.231,1295865
240,阿飞正传,8.5,499834,110688,0.221,1305690
241,弱点,8.7,298730,68697,0.23,3552028
242,谍影重重,8.6,415940,62467,0.15,1304102
243,朗读者,8.6,446986,84805,0.19,2213597
244,再次出发之纽约遇见你,8.6,419194,119755,0.286,6874403
245,香水,8.5,534889,117977,0.221,1760622
246,海洋,9.1,154801,45887,0.296,3443389
247,哈利·波特与凤凰社,8.5,548023,59565,0.109,1457217
248,穿越时空的少女,8.6,374600,87224,0.233,1937946
249,地球上的星星,8.9,201113,51297,0.255,2363506
